,formula,structure,spacegroup,formation_energy_ev_natom,bandgap_energy_ev
871,FeO2,"Full Formula (Fe1 O2)
Reduced Formula: FeO2
abc   :   7.157822   7.157822   7.157822
angles:  23.452497  23.452501  23.452501
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0         0         0
  1  O     0.620893  0.620893  0.620893
  2  O     0.379107  0.379107  0.379107",166,-1.2042481374999998,0.8703000000000001
872,Fe7O8,"Full Formula (Fe14 O16)
Reduced Formula: Fe7O8
abc   :   6.163430   6.186279  10.743150
angles: 106.371786  90.070981  59.060863
Sites (30)
  #  SP           a          b          c
---  ----  --------  ---------  ---------
  0  Fe    0.749439   0.500061   0.249974
  1  Fe    0.250355   0.500031   0.750211
  2  Fe    0.99683    0.508732  -0.001598
  3  Fe    0.50363    0.490816   0.501647
  4  Fe    0.24997    0.00027    0.249734
  5  Fe    0.749794   0.000102   0.750442
  6  Fe    0.749993  -0.000102   0.249937
  7  Fe    0.250288  -0.000327   0.749197
  8  Fe    0.490742   0.001098  -2.1e-05
  9  Fe    0.010241   0.998188   0.49982
 10  Fe    0.504593   0.493559   0.001771
 11  Fe    0.995184   0.506399   0.498109
 12  Fe    0.249873   0.499304   0.249517
 13  Fe    0.749733   0.500666   0.750626
 14  O     0.133683   0.76115    0.632352
 15  O     0.630969   0.764292   0.131191
 16  O     0.366115   0.238587   0.86807
 17  O     0.869061   0.236017   0.368692
 18  O     0.873329   0.261939   0.866173
 19  O     0.36812    0.261724   0.365998
 20  O     0.652402   0.25604    0.629731
 21  O     0.138838   0.266442   0.130899
 22  O     0.113064   0.263315   0.642151
 23  O     0.6134     0.256608   0.141443
 24  O     0.386588   0.738202   0.858711
 25  O     0.886289   0.742505   0.357933
 26  O     0.850856   0.743345   0.870221
 27  O     0.358203   0.734209   0.369171
 28  O     0.626343   0.738475   0.633751
 29  O     0.132075   0.738356   0.13415",2,-1.7158651236666667,1.0723000000000003
873,Fe3O4,"Full Formula (Fe6 O8)
Reduced Formula: Fe3O4
abc   :   6.416135   6.416135   6.449093
angles:  60.168912 119.831094 120.000007
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.001917  0.998083  0.00575
  1  Fe    0.498348  0.501652  0.495043
  2  Fe    0.355785  0.644215  0.067356
  3  Fe    0.360915  0.073046  0.648785
  4  Fe    0.360915  0.639085  0.648785
  5  Fe    0.926954  0.639085  0.648785
  6  O     0.612004  0.387996  0.836012
  7  O     0.167941  0.390733  0.386475
  8  O     0.609267  0.390733  0.386475
  9  O     0.609267  0.832059  0.386475
 10  O     0.124545  0.381376  0.867715
 11  O     0.128971  0.871029  0.386914
 12  O     0.618624  0.875455  0.867715
 13  O     0.124545  0.875455  0.867715",216,-1.2000039871428558,0.0
874,FeO,"Full Formula (Fe4 O4)
Reduced Formula: FeO
abc   :   3.396049   3.410592  10.717668
angles:  91.451361  89.271271 120.141756
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.334978  0.665799  0.971742
  1  Fe    0.996619  0.007341  0.223664
  2  Fe    0.003381  0.010722  0.723664
  3  Fe    0.665022  0.330822  0.471742
  4  O     0.330629  0.667336  0.777449
  5  O     0.003122  0.992299  0.527144
  6  O     0.996878  0.989176  0.027144
  7  O     0.669371  0.336707  0.277449",186,-1.5933519943750003,0.0
875,FeO2,"Full Formula (Fe8 O16)
Reduced Formula: FeO2
abc   :   4.988050   5.817665  10.264807
angles:  89.793819  89.841370  89.944484
Sites (24)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Fe    0.500805   0.75008   0.499501
  1  Fe    0.500129   0.749972  0.000441
  2  Fe    0.499562   0.249939  0.500614
  3  Fe    0.499542   0.250037  0.999614
  4  Fe    9.8e-05    0.50016   0.499994
  5  Fe    0.999927   1.9e-05   0.999946
  6  Fe    0.000124   0.999862  0.500008
  7  Fe    0.999824   0.499921  0.999914
  8  O     0.834271   0.749986  0.405867
  9  O     0.829684   0.749393  0.093624
 10  O     0.166299   0.250075  0.593977
 11  O     0.170124   0.250519  0.906291
 12  O     0.16485    0.750097  0.592873
 13  O     0.170877   0.750623  0.907031
 14  O     0.834991   0.249903  0.407302
 15  O     0.829046   0.24933   0.092869
 16  O     0.665643   0.501326  0.593489
 17  O     0.670194   0.000112  0.906768
 18  O     0.334792   0.000428  0.406625
 19  O     0.329283   0.498913  0.093212
 20  O     0.334691   0.498989  0.406601
 21  O     0.329174  -8.3e-05   0.093394
 22  O     0.66561    0.999302  0.59341
 23  O     0.670463   0.501097  0.906634",194,-1.2202759475000005,0.9529
876,Fe2O3,"Full Formula (Fe64 O96)
Reduced Formula: Fe2O3
abc   :   8.476292   8.456378  25.290791
angles:  89.999134  90.067654  90.008747
Sites (160)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Fe    0.988969   0.616553  0.207565
  1  Fe    0.000586   0.125169  0.374749
  2  Fe    0.00223    0.620684  0.540291
  3  Fe    0.009912   0.624469  0.872888
  4  Fe    0.001429   0.885792  0.121552
  5  Fe    0.008571   0.863568  0.458628
  6  Fe    0.003874   0.874171  0.791255
  7  Fe    0.123928   0.751591  0.331728
  8  Fe    0.128925   0.742185  0.667615
  9  Fe    0.119668   0.74945   0.99955
 10  Fe    0.125235   0.250948  0.168437
 11  Fe    0.13033    0.252427  0.501191
 12  Fe    0.123855   0.240525  0.834526
 13  Fe    0.243089   0.36512   0.041127
 14  Fe    0.250558   0.383686  0.376753
 15  Fe    0.238824   0.375971  0.711284
 16  Fe    0.251946   0.625241  0.124204
 17  Fe    0.251927   0.12619   0.292014
 18  Fe    0.241954   0.12259   0.626844
 19  Fe    0.248396   0.120089  0.96044
 20  Fe    0.256779   0.874583  0.211462
 21  Fe    0.251866   0.872128  0.541188
 22  Fe    0.255936   0.868203  0.875285
 23  Fe    0.376468   0.491421  0.249493
 24  Fe    0.364811   0.49926   0.582893
 25  Fe    0.379673   0.500778  0.920044
 26  Fe    0.38726    0.997392  0.082044
 27  Fe    0.372516  -9.3e-05   0.418163
 28  Fe    0.372017   0.000219  0.751467
 29  Fe    0.5026     0.626826  0.041178
 30  Fe    0.493333   0.631549  0.374829
 31  Fe    0.498271   0.625585  0.708183
 32  Fe    0.498837   0.873851  0.625151
 33  Fe    0.502903   0.377045  0.124919
 34  Fe    0.499406   0.384442  0.462255
 35  Fe    0.489905   0.381774  0.792024
 36  Fe    0.509944   0.129274  0.211858
 37  Fe    0.498414   0.125087  0.54169
 38  Fe    0.504377   0.114383  0.878151
 39  Fe    0.624339   0.250084  0.001932
 40  Fe    0.626145   0.256753  0.333329
 41  Fe    0.620391   0.251551  0.666521
 42  Fe    0.624497   0.756253  0.165797
 43  Fe    0.628028   0.753537  0.498826
 44  Fe    0.626161   0.747299  0.832213
 45  Fe    0.742793   0.619844  0.289357
 46  Fe    0.746572   0.615688  0.621409
 47  Fe    0.748642   0.628785  0.959115
 48  Fe    0.748399   0.875159  0.039959
 49  Fe    0.739835   0.878727  0.372256
 50  Fe    0.762378   0.878458  0.708239
 51  Fe    0.749593   0.376219  0.876633
 52  Fe    0.752844   0.132437  0.12405
 53  Fe    0.750936   0.130385  0.461696
 54  Fe    0.757392   0.127475  0.789513
 55  Fe    0.870442   0.496787  0.080964
 56  Fe    0.869376   0.499546  0.417171
 57  Fe    0.873975   0.507818  0.748973
 58  Fe    0.879071   0.998158  0.24829
 59  Fe    0.873331   0.997007  0.58205
 60  Fe    0.88125    0.998988  0.919545
 61  Fe    0.999103   0.372949  0.291421
 62  Fe    0.990217   0.366827  0.623854
 63  Fe    0.997675   0.374618  0.958657
 64  O     0.007578   0.625711  0.127759
 65  O     0.986433   0.630472  0.463754
 66  O     0.985026   0.641443  0.796324
 67  O     0.011315   0.390375  0.035336
 68  O     0.008756   0.367776  0.371314
 69  O     0.010253   0.398866  0.70432
 70  O     0.012479   0.138591  0.29395
 71  O     0.008224   0.136298  0.618244
 72  O     0.006074   0.149315  0.953938
 73  O     0.012142   0.862164  0.203712
 74  O     0.015261   0.866604  0.53947
 75  O     0.007181   0.865976  0.87065
 76  O     0.235342   0.360726  0.294388
 77  O     0.239771   0.363685  0.628452
 78  O     0.234716   0.368222  0.960731
 79  O     0.244708   0.634077  0.205406
 80  O     0.242802   0.646924  0.546189
 81  O     0.242269   0.635674  0.881858
 82  O     0.240661   0.867276  0.125586
 83  O     0.239342   0.88747   0.46454
 84  O     0.230601   0.891209  0.795864
 85  O     0.268281   0.131286  0.036569
 86  O     0.242175   0.13167   0.369919
 87  O     0.270023   0.138203  0.70365
 88  O     0.234559   0.896352  0.288882
 89  O     0.25729    0.882255  0.621123
 90  O     0.228406   0.890755  0.955448
 91  O     0.26602    0.618853  0.043734
 92  O     0.260491   0.616507  0.369392
 93  O     0.271583   0.610864  0.703262
 94  O     0.261014   0.381992  0.121545
 95  O     0.261645   0.358948  0.453177
 96  O     0.256541   0.355835  0.788703
 97  O     0.255683   0.116928  0.21329
 98  O     0.263421   0.108902  0.544376
 99  O     0.260638   0.116988  0.881195
100  O     0.491807   0.391334  0.046179
101  O     0.489767   0.382034  0.378096
102  O     0.49225    0.389939  0.710471
103  O     0.48344    0.148374  0.288296
104  O     0.49132    0.114839  0.61957
105  O     0.491251   0.149153  0.953899
106  O     0.484745   0.890062  0.202159
107  O     0.485962   0.884462  0.543744
108  O     0.489445   0.882198  0.869942
109  O     0.495444   0.612205  0.120997
110  O     0.517155   0.613278  0.454635
111  O     0.515111   0.61381   0.785074
112  O     0.487022   0.365366  0.200749
113  O     0.480757   0.357137  0.539549
114  O     0.509099   0.372867  0.87153
115  O     0.507488   0.631873  0.627993
116  O     0.512807   0.604294  0.294873
117  O     0.519231   0.612075  0.964867
118  O     0.518272   0.853821  0.046071
119  O     0.507777   0.865545  0.379613
120  O     0.504155   0.859908  0.705909
121  O     0.504175   0.142416  0.12771
122  O     0.509246   0.130881  0.462625
123  O     0.511279   0.135425  0.795771
124  O     0.737547   0.635528  0.037708
125  O     0.743608   0.636787  0.371577
126  O     0.733049   0.636223  0.704304
127  O     0.733241   0.365652  0.119811
128  O     0.737237   0.35953   0.453173
129  O     0.746258   0.366462  0.795009
130  O     0.739232   0.108974  0.204005
131  O     0.729224   0.109467  0.539131
132  O     0.741269   0.13356   0.874126
133  O     0.740823   0.867455  0.628569
134  O     0.770485   0.866316  0.295964
135  O     0.766101   0.858379  0.963467
136  O     0.731563   0.104803  0.044992
137  O     0.758004   0.116909  0.376411
138  O     0.732897   0.111489  0.711477
139  O     0.760792   0.38324   0.629527
140  O     0.76261    0.388156  0.957099
141  O     0.772301   0.38469   0.296448
142  O     0.758196   0.641065  0.21144
143  O     0.759274   0.644076  0.545737
144  O     0.75546    0.617748  0.880646
145  O     0.758566   0.882853  0.119367
146  O     0.763763   0.886872  0.454476
147  O     0.763962   0.882762  0.7893
148  O     0.993122   0.608901  0.289332
149  O     0.991014   0.618295  0.619984
150  O     0.985012   0.61135   0.95537
151  O     0.980598   0.856892  0.045291
152  O     0.996137   0.883738  0.379091
153  O     0.994603   0.856334  0.713723
154  O     0.989384   0.119166  0.128949
155  O     0.991474   0.120011  0.456024
156  O     0.987132   0.106653  0.796396
157  O     0.013555   0.385004  0.214791
158  O     0.020043   0.390678  0.545366
159  O     0.991842   0.384009  0.878864",1,-1.6932436723750008,0.9977
877,Fe8O9,"Full Formula (Fe16 O18)
Reduced Formula: Fe8O9
abc   :   6.191227  27.521858   8.060259
angles:  19.277796  55.468927  60.016691
Sites (34)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Fe    0.509952  0.002075  -0.012696
  1  Fe    0.505652  0.109674   0.998778
  2  Fe    0.496821  0.222395   0.002147
  3  Fe    0.486202  0.336355  -0.001381
  4  Fe    0.999578  0.112021   0.992636
  5  Fe    0.002533  0.55294   -0.002794
  6  Fe    0.999437  0.225342   0.986381
  7  Fe    0.502829  0.442617   0.009673
  8  Fe    0.000295  0.328711   0.013952
  9  Fe    0.514576  0.554502   0.993789
 10  Fe    0.49382   0.660595   0.022505
 11  Fe    0.508507  0.781838   0.984398
 12  Fe    0.003487  0.664582   0.010186
 13  Fe    0.478045  0.891732   0.005638
 14  Fe    0.995983  0.782101   0.985171
 15  Fe    0.998569  0.890593   0.004224
 16  O     0.253133  0.061532   0.455665
 17  O     0.26814   0.18114    0.457883
 18  O     0.755103  0.056821   0.487339
 19  O     0.277393  0.267424   0.517776
 20  O     0.723841  0.17626    0.482411
 21  O     0.251176  0.391314   0.492103
 22  O     0.724973  0.262554   0.546801
 23  O     0.27588   0.505922   0.461072
 24  O     0.737397  0.383248   0.54591
 25  O     0.273479  0.629175   0.437851
 26  O     0.730844  0.500262   0.50075
 27  O     0.254645  0.719175   0.499398
 28  O     0.731675  0.627934   0.451694
 29  O     0.278435  0.82116    0.535841
 30  O     0.747462  0.723073   0.510975
 31  O     0.272305  0.942848   0.500111
 32  O     0.728124  0.810962   0.579009
 33  O     0.719709  0.936681   0.544801",1,-1.6750832465441174,1.1978000000000004
878,Fe3O4,"Full Formula (Fe12 O16)
Reduced Formula: Fe3O4
abc   :   6.045356   6.097081   8.576026
angles:  90.000292  90.000000  90.000000
Sites (28)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0         0.249985  0.872794
  1  Fe    0         0.750015  0.127206
  2  Fe    0.5       0.249963  0.622367
  3  Fe    0.5       0.750037  0.377633
  4  Fe    0         0         0.5
  5  Fe    0.5       0         0
  6  Fe    0.5       0.5       0
  7  Fe    0         0.5       0.5
  8  Fe    0.741794  0.749971  0.75382
  9  Fe    0.741794  0.250029  0.24618
 10  Fe    0.258206  0.250029  0.24618
 11  Fe    0.258206  0.749971  0.75382
 12  O     0         0.49053   0.262646
 13  O     0         0.50947   0.737354
 14  O     0         0.99048   0.737357
 15  O     0         0.00952   0.262643
 16  O     0.5       0.490474  0.254179
 17  O     0.5       0.509526  0.745821
 18  O     0.5       0.990405  0.745809
 19  O     0.5       0.009595  0.254191
 20  O     0.770096  0.749993  0.507001
 21  O     0.770096  0.250007  0.492999
 22  O     0.229904  0.250007  0.492999
 23  O     0.229904  0.749993  0.507001
 24  O     0.747831  0.749999  0.991675
 25  O     0.747831  0.250001  0.008325
 26  O     0.252169  0.250001  0.008325
 27  O     0.252169  0.749999  0.991675",51,-1.7848137953571421,0.22619999999999996
879,Fe21O23,"Full Formula (Fe21 O23)
Reduced Formula: Fe21O23
abc   :  70.676212  20.147802   8.117986
angles:  18.074245  19.179894   7.617644
Sites (44)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Fe    0.039951  0.007716   0.002735
  1  Fe    0.081103  0.013973   0.022608
  2  Fe    0.129639  0.986807   0.036216
  3  Fe    0.175481  4.3e-05    0.990153
  4  Fe    0.226066  0.963484   0.013116
  5  Fe    0.248716  0.044045   0.998273
  6  Fe    0.296637  0.017277   0.019026
  7  Fe    0.353354  0.996431   0.962862
  8  Fe    0.396114  0.992447   0.973085
  9  Fe    0.434916  0.007085   0.987726
 10  Fe    0.520418  0.003545   0.996015
 11  Fe    0.560688  0.006797   0.027788
 12  Fe    0.6034    0.000373   0.039069
 13  Fe    0.650512  0.010918   0.982404
 14  Fe    0.703704  0.978078   0.991274
 15  Fe    0.737518  0.005115   0.003736
 16  Fe    0.776634  0.019862   0.995859
 17  Fe    0.828923  0.982682   0.01701
 18  Fe    0.874065  0.993351   0.981657
 19  Fe    0.915331  0.001859   0.972273
 20  Fe    0.959313  0.995066  -0.005439
 21  O     0.020849  0.509019   0.48413
 22  O     0.065773  0.4714     0.561546
 23  O     0.124333  0.44815    0.499547
 24  O     0.154872  0.502352   0.46813
 25  O     0.211923  0.45389    0.482912
 26  O     0.246617  0.457221   0.543309
 27  O     0.272924  0.511576   0.546207
 28  O     0.326939  0.496809   0.508128
 29  O     0.364333  0.542445   0.438502
 30  O     0.40338   0.561527   0.436337
 31  O     0.450889  0.519331   0.484525
 32  O     0.500162  0.501943   0.4899
 33  O     0.540797  0.496818   0.524342
 34  O     0.598423  0.451308   0.544115
 35  O     0.635134  0.469459   0.530184
 36  O     0.693219  0.4457     0.45749
 37  O     0.719592  0.490811   0.5101
 38  O     0.758266  0.514297   0.498397
 39  O     0.792215  0.529007   0.524719
 40  O     0.847428  0.498706   0.505195
 41  O     0.881882  0.524543   0.513103
 42  O     0.928745  0.543516   0.46153
 43  O     0.970561  0.533218   0.480208",1,-1.6995436156534085,1.3487
880,FeO2,"Full Formula (Fe2 O4)
Reduced Formula: FeO2
abc   :   2.889998   2.889998  11.388722
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.666667  0.333333  0.75
  1  Fe    0.333333  0.666667  0.25
  2  O     0.333333  0.666667  0.389558
  3  O     0.666667  0.333333  0.889558
  4  O     0.333333  0.666667  0.110442
  5  O     0.666667  0.333333  0.610442",194,0.5728593491666665,0.0
881,Fe7O9,"Full Formula (Fe21 O27)
Reduced Formula: Fe7O9
abc   :   8.777751   8.584767   8.620243
angles:  89.392696  89.304784  88.952931
Sites (48)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.968914  0.512573  0.489923
  1  Fe    0.085026  0.63429   0.177301
  2  Fe    0.128004  0.328383  0.917632
  3  Fe    0.14377   0.087788  0.629463
  4  Fe    0.257723  0.755557  0.756636
  5  Fe    0.269962  0.269429  0.264268
  6  Fe    0.356993  0.904858  0.129752
  7  Fe    0.362938  0.629815  0.403273
  8  Fe    0.411751  0.356354  0.627239
  9  Fe    0.471087  0.491004  0.965435
 10  Fe    0.469996  0.963889  0.51809
 11  Fe    0.600468  0.877674  0.871878
 12  Fe    0.629813  0.144627  0.085115
 13  Fe    0.630981  0.627747  0.619233
 14  Fe    0.64232   0.403521  0.331612
 15  Fe    0.737728  0.773852  0.238172
 16  Fe    0.777377  0.245881  0.734633
 17  Fe    0.841331  0.590918  0.881602
 18  Fe    0.875671  0.874065  0.593979
 19  Fe    0.913845  0.138459  0.360924
 20  Fe    0.008447  0.004377  0.033943
 21  O     0.129725  0.157796  0.390888
 22  O     0.08138   0.858426  0.67031
 23  O     0.112538  0.119818  0.867549
 24  O     0.16624   0.407964  0.118918
 25  O     0.149212  0.594318  0.394147
 26  O     0.144025  0.850433  0.121585
 27  O     0.370202  0.142003  0.610557
 28  O     0.30855   0.41001   0.822291
 29  O     0.400823  0.620123  0.621339
 30  O     0.384992  0.84359   0.347218
 31  O     0.395021  0.127381  0.145511
 32  O     0.404415  0.396374  0.391645
 33  O     0.386668  0.792265  0.93304
 34  O     0.631451  0.384113  0.630242
 35  O     0.608933  0.903739  0.111892
 36  O     0.625206  0.638573  0.38384
 37  O     0.59886   0.367859  0.108203
 38  O     0.661591  0.113399  0.866118
 39  O     0.641887  0.865583  0.637978
 40  O     0.629684  0.621776  0.857595
 41  O     0.855021  0.354901  0.38522
 42  O     0.84562   0.122282  0.147949
 43  O     0.859901  0.895399  0.372437
 44  O     0.860233  0.642911  0.650724
 45  O     0.920601  0.387105  0.839088
 46  O     0.870974  0.671894  0.082952
 47  O     0.884206  0.107006  0.598562",1,-1.6146750919531243,1.1386999999999998
882,Fe23O25,"Full Formula (Fe23 O25)
Reduced Formula: Fe23O25
abc   :  15.462986  21.533898  15.461026
angles:  16.937235  25.602970  38.127433
Sites (48)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Fe    0.001224   0.012506  0.987706
  1  Fe    0.082649   0.203349  0.992258
  2  Fe    0.297405   0.200738  0.982
  3  Fe    0.144128   0.383973  0.0347
  4  Fe    0.478776   0.187494  0.012294
  5  Fe    0.06677    0.621715  0.950116
  6  Fe    0.369998   0.412463  0.974681
  7  Fe    0.681585   0.200486  0.003272
  8  Fe    0.24       0.6       0
  9  Fe    0.566791   0.38696   0.012005
 10  Fe    0.110002   0.787537  0.025319
 11  Fe    0.41323    0.578285  0.049884
 12  Fe    0.770305   0.399296  0.98908
 13  Fe    0.335872   0.816027  0.9653
 14  Fe    0.647603   0.619983  0.964194
 15  Fe    0.182595  -0.000738  0.018
 16  Fe    0.954522   0.394925  0.0157
 17  Fe    0.525478   0.805075  0.9843
 18  Fe    0.832397   0.580017  0.035806
 19  Fe    0.397351   0.996651  0.007742
 20  Fe    0.709695   0.800704  0.01092
 21  Fe    0.913209   0.81304   0.987995
 22  Fe    0.798415   0.999514  0.996728
 23  O     0.150433   0.108514  0.482108
 24  O     0.016117   0.311299  0.481979
 25  O     0.329566   0.091486  0.517892
 26  O     0.231628   0.307559  0.479456
 27  O     0.52784    0.111815  0.504141
 28  O     0.100323   0.503002  0.49887
 29  O     0.43483    0.31797   0.45653
 30  O     0.74       0.1       0.5
 31  O     0.287938   0.491312  0.521362
 32  O     0.617305   0.318146  0.467136
 33  O     0.192062   0.708688  0.478638
 34  O     0.04517    0.88203   0.54347
 35  O     0.95216    0.088185  0.495859
 36  O     0.500893   0.512383  0.488869
 37  O     0.850617   0.337692  0.430178
 38  O     0.379677   0.696998  0.50113
 39  O     0.71024    0.51496   0.461208
 40  O     0.248372   0.892441  0.520544
 41  O     0.570142   0.673593  0.553416
 42  O     0.909858   0.526407  0.446584
 43  O     0.463883   0.888701  0.518021
 44  O     0.76976    0.68504   0.538792
 45  O     0.629383   0.862308  0.569822
 46  O     0.979107   0.687617  0.511131
 47  O     0.862695   0.881854  0.532864",2,-1.693412087109376,1.2771000000000003
883,FeO,"Full Formula (Fe2 O2)
Reduced Formula: FeO
abc   :   4.166785   3.204207   4.531433
angles:  45.000000  90.000000  90.000000
Sites (4)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Fe    0      0  0
  1  Fe    0.5    0  0.5
  2  O     0.5    0  0
  3  O     0      0  0.5",139,-1.6693806131250017,0.0
884,FeO,"Full Formula (Fe2 O2)
Reduced Formula: FeO
abc   :   3.048859   5.299443   6.179421
angles:  92.582113  77.009558  30.408316
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.508375  0.993569  0.499173
  1  Fe    0.509599  0.492656  0.999184
  2  O     0.004143  0.578337  0.754874
  3  O     0.014227  0.407623  0.243496",194,-1.5933339756250007,0.6877000000000004
885,Fe23O32,"Full Formula (Fe23 O32)
Reduced Formula: Fe23O32
abc   :   8.450282   8.461304   8.418572
angles:  90.067182  89.828579  89.597247
Sites (55)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Fe    0.002375  0.496787   0.492513
  1  Fe    0.125224  0.630653   0.129044
  2  Fe    0.123851  0.375543   0.878404
  3  Fe    0.128854  0.11756    0.616962
  4  Fe    0.251858  0.751373   0.759514
  5  Fe    0.247435  0.24822    0.251595
  6  Fe    0.37314   0.875582   0.127583
  7  Fe    0.375726  0.123976   0.875779
  8  Fe    0.365587  0.633614   0.37534
  9  Fe    0.375979  0.374692   0.620919
 10  Fe    0.494601  0.504291  -0.001962
 11  Fe    0.50316   0.997774   0.49322
 12  Fe    0.624747  0.874941   0.876792
 13  Fe    0.624096  0.12528    0.123989
 14  Fe    0.625729  0.627946   0.623038
 15  Fe    0.625114  0.3752     0.372689
 16  Fe    0.751096  0.755547   0.251288
 17  Fe    0.750483  0.248227   0.750745
 18  Fe    0.874857  0.627512   0.877481
 19  Fe    0.873226  0.376562   0.127048
 20  Fe    0.882891  0.871471   0.620734
 21  Fe    0.877182  0.120573   0.373094
 22  Fe    0.002068  0.99146    0.001737
 23  O     0.119707  0.616201   0.888938
 24  O     0.113249  0.884427   0.645498
 25  O     0.105752  0.135626   0.385571
 26  O     0.12787   0.135409   0.868779
 27  O     0.127815  0.391633   0.115327
 28  O     0.144782  0.857159   0.108664
 29  O     0.128923  0.612743   0.355711
 30  O     0.136567  0.369429   0.635925
 31  O     0.363073  0.638993   0.128745
 32  O     0.367692  0.369794   0.864068
 33  O     0.368586  0.132811   0.626275
 34  O     0.380548  0.617269   0.623294
 35  O     0.389181  0.873736   0.354837
 36  O     0.391097  0.879364   0.889029
 37  O     0.382664  0.110934   0.123546
 38  O     0.37798   0.372823   0.385079
 39  O     0.610981  0.880428   0.110815
 40  O     0.623813  0.622925   0.387669
 41  O     0.614344  0.385567   0.631389
 42  O     0.619876  0.362541   0.117385
 43  O     0.623342  0.11027    0.882614
 44  O     0.628563  0.641662   0.868902
 45  O     0.631181  0.86851    0.641346
 46  O     0.640825  0.127558   0.36427
 47  O     0.857872  0.873415   0.866327
 48  O     0.866888  0.118101   0.136395
 49  O     0.871933  0.355739   0.372363
 50  O     0.860687  0.895172   0.387562
 51  O     0.868004  0.633286   0.625911
 52  O     0.889535  0.629713   0.123255
 53  O     0.881404  0.379284   0.879084
 54  O     0.880986  0.117692   0.612885",1,-1.6362350232727274,0.6341000000000006
886,FeO,"Full Formula (Fe2 O2)
Reduced Formula: FeO
abc   :   3.067502   3.067502   5.460332
angles:  90.000000  90.000000  90.000000
Sites (4)
  #  SP      a    b     c
---  ----  ---  ---  ----
  0  Fe    0    0.5  0.5
  1  Fe    0.5  0    0
  2  O     0    0    0.25
  3  O     0    0    0.75",131,-1.5931735156250006,0.4281999999999999
887,Fe2O3,"Full Formula (Fe8 O12)
Reduced Formula: Fe2O3
abc   :   5.172711   5.324735   7.524441
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Fe    0.248345  0.531372   0.11203
  1  Fe    0.251655  0.031372   0.38797
  2  Fe    0.251655  0.468628   0.61203
  3  Fe    0.248345  0.968628   0.88797
  4  Fe    0.751655  0.468628   0.88797
  5  Fe    0.748345  0.968628   0.61203
  6  Fe    0.748345  0.531372   0.38797
  7  Fe    0.751655  0.031372   0.11203
  8  O     0.392721  0.603065   0.846687
  9  O     0.107279  0.103065   0.653313
 10  O     0.107279  0.396935   0.346687
 11  O     0.392721  0.896935   0.153313
 12  O     0.607279  0.396935   0.153313
 13  O     0.892721  0.896935   0.346687
 14  O     0.892721  0.603065   0.653313
 15  O     0.607279  0.103065   0.846687
 16  O     0.95191   0.75      -0
 17  O     0.54809   0.25       0.5
 18  O     0.04809   0.25       0
 19  O     0.45191   0.75       0.5",60,-1.784904981750001,1.4108999999999998
888,Fe2O3,"Full Formula (Fe4 O6)
Reduced Formula: Fe2O3
abc   :   5.137544   5.483788   5.137544
angles:  62.067550 119.999998 117.932457
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.353422  0.060266  0.646578
  1  Fe    0.146578  0.439734  0.853422
  2  Fe    0.64658   0.939739  0.35342
  3  Fe    0.85342   0.560261  0.14658
  4  O     0.553264  0.75      0.053264
  5  O     0.25      0.75      0.446736
  6  O     0.053242  0.25      0.25
  7  O     0.75      0.25      0.553242
  8  O     0.446758  0.25      0.946758
  9  O     0.946736  0.75      0.75",167,-1.8858569487500012,1.5284000000000004
889,FeO2,"Full Formula (Fe4 O8)
Reduced Formula: FeO2
abc   :   5.767587   5.767587   5.767586
angles:  59.999997  59.999997  60.000002
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.73678   0.73678   0.289659
  1  O     0.73678   0.73678   0.73678
  2  O     0.263221  0.26322   0.71034
  3  O     0.263221  0.710341  0.26322
  4  O     0.263221  0.26322   0.26322
  5  O     0.710341  0.26322   0.26322
  6  O     0.736781  0.289658  0.736781
  7  O     0.28966   0.73678   0.736781
  8  Fe    0.499999  0.500001  0.5
  9  Fe    0.500001  0         0.5
 10  Fe    1e-06     0.500001  0.5
 11  Fe    0.499999  0.500001  0",227,-1.1895662349999998,0.0
